Cliente_ID,Genero,Idade,Parceiro,Dependentes,Tempo_Cliente_Meses,Tipo_Contrato,Servico_Internet,Suporte_Tecnico,Streaming,Cobranca_Sem_Papel,Metodo_Pagamento,Chamadas_Suporte_6M,Atrasos_Pagamento_12M,Valor_Mensal,Valor_Total,Satisfacao,Churn
CLI00401,Feminino,27,Sim,Não,66,Mensal,Fibra,Não,Não,Sim,Débito Automático,3,3,81.17,5391.97,2,Sim
CLI00402,Feminino,40,Sim,Sim,28,Mensal,Fibra,Não,Sim,Sim,PIX,0,0,101.92,2779.85,5,Não
CLI00403,Masculino,71,Não,Sim,16,Anual,DSL,Não,Não,Sim,Boleto,0,0,74.1,1182.79,3,Não
CLI00404,Feminino,57,Não,Sim,52,Anual,DSL,Não,Sim,Sim,Cartão de Crédito,0,3,71.55,3802.3,4,Não
CLI00405,Feminino,51,Sim,Não,26,Anual,DSL,Não,Sim,Não,PIX,3,0,83.08,2184.12,5,Não
CLI00406,Feminino,60,Sim,Sim,28,Anual,DSL,Sim,Sim,Sim,Boleto,4,5,83.69,2233.34,1,Sim
CLI00407,Feminino,33,Sim,Não,40,Mensal,DSL,Não,Não,Sim,Débito Automático,1,1,83.39,3166.57,4,Não
CLI00408,Masculino,63,Não,Não,14,Anual,DSL,Não,Sim,Sim,Cartão de Crédito,2,0,68.04,921.72,5,Sim
CLI00409,Masculino,26,Sim,Sim,36,Bienal,Fibra,Não,Não,Sim,PIX,0,1,88.3,3059.51,2,Não
CLI00410,Masculino,67,Sim,Não,14,Mensal,DSL,Sim,Sim,Não,Débito Automático,2,1,93.46,1241.41,4,Sim
CLI00411,Feminino,29,Sim,Sim,6,Mensal,Fibra,Sim,Não,Não,Boleto,1,4,105.34,650.99,5,Não
CLI00412,Masculino,66,Sim,Sim,27,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,0,1,101.4,2746.0,4,Não
CLI00413,Feminino,61,Sim,Não,34,Anual,Fibra,Sim,Sim,Não,PIX,2,2,130.51,4345.58,2,Não
CLI00414,Masculino,58,Não,Não,12,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,1,0,32.29,385.0,5,Não
CLI00415,Masculino,54,Não,Não,24,Bienal,DSL,Não,Sim,Sim,Cartão de Crédito,0,0,69.96,1663.44,3,Não
CLI00416,Masculino,63,Sim,Não,12,Anual,Fibra,Não,Sim,Sim,Débito Automático,0,1,99.49,1199.92,3,Não
CLI00417,Masculino,53,Sim,Não,16,Bienal,DSL,Sim,Sim,Sim,Boleto,1,5,93.98,1507.74,3,Não
CLI00418,Masculino,63,Sim,Sim,28,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,0,0,115.37,3141.29,5,Não
CLI00419,Masculino,52,Não,Não,3,Mensal,DSL,Sim,Sim,Sim,Cartão de Crédito,0,1,64.66,188.91,3,Não
CLI00420,Masculino,21,Não,Não,68,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,0,2,31.19,2037.01,4,Sim
CLI00421,Feminino,21,Sim,Não,16,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,0,23.85,374.18,5,Não
CLI00422,Masculino,62,Não,Não,49,Mensal,Fibra,Não,Não,Sim,Boleto,4,2,89.75,4258.96,1,Sim
CLI00423,Masculino,73,Sim,Não,51,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,1,0,37.88,1964.23,4,Não
CLI00424,Masculino,50,Sim,Sim,45,Bienal,Fibra,Sim,Não,Sim,PIX,2,0,91.36,3892.91,2,Não
CLI00425,Feminino,61,Sim,Sim,28,Anual,DSL,Não,Sim,Sim,PIX,0,1,52.65,1466.53,4,Não
CLI00426,Feminino,34,Sim,Sim,30,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,0,0,29.42,880.62,4,Não
CLI00427,Feminino,55,Não,Não,13,Anual,DSL,Não,Não,Sim,Cartão de Crédito,3,1,65.69,816.18,2,Sim
CLI00428,Masculino,70,Sim,Sim,16,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,3,0,106.35,1708.98,2,Sim
CLI00429,Feminino,73,Não,Sim,37,Mensal,Fibra,Não,Não,Não,PIX,1,0,108.99,3910.23,4,Não
CLI00430,Feminino,67,Não,Sim,34,Mensal,DSL,Sim,Sim,Sim,Débito Automático,0,0,92.69,2966.75,3,Não
CLI00431,Feminino,47,Não,Não,32,Anual,Fibra,Não,Sim,Sim,PIX,0,0,111.16,3491.27,3,Sim
CLI00432,Feminino,39,Sim,Sim,9,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,2,3,21.61,194.74,3,Não
CLI00433,Masculino,50,Sim,Não,22,Anual,DSL,Não,Não,Sim,Cartão de Crédito,0,2,52.17,1103.71,2,Sim
CLI00434,Masculino,65,Sim,Não,49,Mensal,DSL,Não,Não,Sim,Cartão de Crédito,0,0,72.03,3605.51,5,Não
CLI00435,Masculino,48,Sim,Sim,31,Mensal,DSL,Sim,Sim,Não,Cartão de Crédito,0,0,95.66,2844.47,5,Não
CLI00436,Feminino,29,Sim,Sim,55,Anual,DSL,Sim,Sim,Não,Débito Automático,0,0,72.49,3970.16,3,Não
CLI00437,Feminino,21,Não,Sim,35,Mensal,DSL,Não,Sim,Não,Débito Automático,1,1,91.24,3054.17,5,Não
CLI00438,Feminino,36,Sim,Não,13,Mensal,Fibra,Sim,Sim,Sim,Boleto,0,5,135.14,1659.02,5,Sim
CLI00439,Feminino,74,Não,Não,60,Mensal,DSL,Não,Sim,Sim,Débito Automático,1,1,66.3,3946.12,4,Não
CLI00440,Feminino,73,Sim,Sim,29,Mensal,DSL,Sim,Não,Sim,Débito Automático,4,3,52.01,1539.81,2,Não
CLI00441,Feminino,33,Sim,Não,14,Mensal,Fibra,Sim,Não,Não,Boleto,0,1,99.57,1380.92,4,Não
CLI00442,Masculino,62,Não,Sim,27,Mensal,Fibra,Não,Sim,Sim,Boleto,0,1,110.92,2861.22,3,Sim
CLI00443,Masculino,63,Sim,Não,23,Mensal,DSL,Sim,Sim,Não,Boleto,2,1,111.36,2471.25,5,Sim
CLI00444,Masculino,65,Não,Não,10,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,33.78,321.41,4,Sim
CLI00445,Masculino,40,Não,Não,56,Mensal,Fibra,Não,Sim,Sim,Boleto,2,1,118.7,6656.75,5,Sim
CLI00446,Masculino,,Sim,Não,61,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,1,23.41,1361.99,4,Não
CLI00447,Feminino,26,Sim,Não,12,Bienal,Fibra,Não,Não,Não,Boleto,1,1,103.24,1175.85,4,Não
CLI00448,Feminino,47,Não,Sim,24,Mensal,DSL,Sim,Não,Sim,Cartão de Crédito,0,0,69.49,1647.1,3,Não
CLI00449,Feminino,72,Sim,Não,40,Anual,Fibra,,Sim,Não,Débito Automático,0,1,86.6,3359.68,5,Não
CLI00450,Masculino,42,Sim,Não,9,Anual,Fibra,Não,Sim,Sim,Cartão de Crédito,1,1,99.79,909.66,3,Sim
CLI00451,Feminino,65,Não,Não,53,Anual,Fibra,Não,Sim,Não,Boleto,0,2,107.5,5368.63,4,Não
CLI00452,Masculino,20,Sim,Sim,49,Mensal,Fibra,Não,Não,Sim,Débito Automático,1,0,85.41,4194.74,2,Não
CLI00453,Feminino,70,Não,Não,18,Mensal,Fibra,Sim,Não,Sim,PIX,0,2,84.98,1503.07,4,Não
CLI00454,Masculino,43,Sim,Não,59,Bienal,Fibra,Não,Sim,Não,Boleto,1,0,84.8,5021.56,3,Não
CLI00455,Masculino,29,Não,Sim,10,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,2,1,31.79,317.01,4,Não
CLI00456,Feminino,60,Sim,Não,40,Anual,Fibra,Não,Sim,Sim,Cartão de Crédito,1,0,89.42,3390.03,5,Não
CLI00457,Masculino,37,Sim,Sim,19,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,2,0,24.88,464.55,1,Não
CLI00458,Feminino,30,Sim,Sim,43,Mensal,Fibra,Não,Não,Não,Boleto,0,1,77.72,3162.27,5,Não
CLI00459,Masculino,44,Não,Não,23,Anual,Fibra,Sim,Sim,Não,Cartão de Crédito,2,0,124.39,2848.04,5,Não
CLI00460,Feminino,57,Sim,Não,25,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,0,0,99.69,2543.84,4,Não
CLI00461,Feminino,64,Não,Não,37,Mensal,DSL,Sim,Sim,Sim,PIX,1,1,66.36,2333.45,3,Não
CLI00462,Masculino,27,Não,Não,13,Anual,Fibra,Sim,Sim,Não,Débito Automático,2,1,117.54,1436.66,5,Não
CLI00463,Masculino,72,Sim,Sim,21,Mensal,Fibra,Não,Não,Sim,Débito Automático,1,1,93.52,1984.2,4,Sim
CLI00464,Feminino,21,Sim,Não,34,Mensal,Fibra,Não,Não,Sim,Boleto,2,2,111.28,3768.86,3,Sim
CLI00465,Feminino,33,Não,Sim,20,Mensal,Fibra,Sim,Não,Não,Cartão de Crédito,1,2,107.27,2193.91,4,Não
CLI00466,Feminino,64,Não,Sim,55,Anual,DSL,Sim,Não,Sim,Cartão de Crédito,0,0,78.1,4247.16,4,Não
CLI00467,Feminino,54,Não,Sim,17,Mensal,Fibra,Não,Sim,Sim,Boleto,1,1,121.86,1956.64,5,Não
CLI00468,Feminino,65,Sim,Sim,27,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,0,2,109.39,2828.23,4,Sim
CLI00469,Feminino,30,Não,Não,20,Anual,Fibra,Sim,Não,Sim,Boleto,2,4,106.63,2065.85,2,Não
CLI00470,Masculino,,Sim,Não,46,Anual,Fibra,Não,Sim,Sim,Débito Automático,1,0,95.78,4406.74,3,Sim
CLI00471,Feminino,52,Sim,Não,26,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,1,0,106.37,2808.06,4,Não
CLI00472,Masculino,57,Sim,Não,45,Mensal,Fibra,Sim,Sim,Sim,Boleto,2,1,103.95,4767.55,4,Não
CLI00473,Masculino,21,Sim,Não,41,Mensal,Fibra,Sim,Não,Sim,PIX,1,0,93.12,3832.74,5,Não
CLI00474,Masculino,31,Não,Não,41,Mensal,DSL,Não,Não,Não,PIX,1,0,49.06,1990.73,5,Não
CLI00475,Masculino,43,Não,Não,24,Anual,Fibra,Não,Sim,Sim,Débito Automático,1,0,116.56,2823.54,4,Não
CLI00476,Feminino,52,Sim,Sim,50,Anual,Fibra,Não,Não,Sim,Cartão de Crédito,3,0,106.28,5316.15,4,Não
CLI00477,Feminino,53,Sim,Não,32,Mensal,Fibra,Não,Não,Sim,PIX,1,0,79.0,2591.04,3,Não
CLI00478,Feminino,43,Sim,Não,10,Anual,Fibra,Não,Não,Sim,Cartão de Crédito,1,1,67.74,,1,Não
CLI00479,Feminino,24,Não,Não,33,Anual,Fibra,Sim,Sim,Não,Débito Automático,2,1,128.96,4165.8,4,Sim
CLI00480,Feminino,35,Não,Não,32,Bienal,DSL,Sim,Sim,Sim,Débito Automático,0,1,63.91,1980.47,3,Não
CLI00481,Masculino,52,Sim,Sim,47,Bienal,Fibra,Sim,Não,Não,Cartão de Crédito,1,0,108.03,5205.29,5,Não
CLI00482,Feminino,24,Sim,Não,22,Mensal,Fibra,Sim,Não,Sim,Débito Automático,1,0,82.16,1775.79,4,Não
CLI00483,Masculino,30,Sim,Sim,12,Anual,DSL,Não,Não,Sim,Boleto,2,1,44.57,511.18,5,Não
CLI00484,Masculino,40,Sim,Não,21,Bienal,DSL,Sim,Sim,Não,Débito Automático,0,0,75.68,1577.98,4,Não
CLI00485,Feminino,60,Não,Não,16,Mensal,Fibra,Sim,Não,Não,PIX,0,1,118.96,1885.27,5,Não
CLI00486,Feminino,75,Sim,Sim,22,Anual,Fibra,Não,Não,Não,PIX,1,0,105.71,2295.56,3,Não
CLI00487,Masculino,71,Sim,Não,9,Mensal,DSL,Sim,Não,Sim,Débito Automático,1,0,80.54,682.72,4,Não
CLI00488,Masculino,62,Não,Não,45,Bienal,DSL,Não,Sim,Sim,Débito Automático,1,0,60.36,2745.62,4,Não
CLI00489,Feminino,70,Sim,Não,32,Mensal,DSL,Sim,Não,Sim,Débito Automático,1,2,82.35,2520.18,1,Não
CLI00490,Feminino,44,Não,Sim,24,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,1,1,99.19,2424.63,3,Sim
CLI00491,Feminino,57,Sim,Não,50,Anual,Fibra,Não,Sim,Não,Cartão de Crédito,2,0,105.8,5066.18,4,Não
CLI00492,Masculino,31,Sim,Não,27,Anual,Fibra,Não,Sim,Não,Boleto,5,4,128.65,3323.37,2,Sim
CLI00493,Masculino,28,Sim,Não,19,Mensal,Fibra,,Não,Sim,Boleto,1,2,117.9,2252.91,4,Sim
CLI00494,Feminino,24,Não,Sim,28,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,2,4,91.49,2503.49,2,Sim
CLI00495,Masculino,31,Não,Não,8,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,2,34.27,280.46,4,Não
CLI00496,Masculino,27,Sim,Sim,33,Anual,Fibra,Não,Não,Não,PIX,1,1,82.55,2604.9,4,Não
CLI00497,Masculino,28,Não,Não,25,Anual,Fibra,Sim,Sim,Sim,Boleto,1,4,105.87,2725.94,5,Não
CLI00498,Masculino,71,Sim,Sim,19,Mensal,DSL,Sim,Sim,Sim,PIX,3,3,102.43,1831.1,1,Sim
CLI00499,Masculino,25,Sim,Não,3,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,3,25.58,73.53,3,Não
CLI00500,Feminino,61,Sim,Não,52,Anual,Fibra,Não,Sim,Sim,PIX,2,0,87.02,4311.17,4,Não
CLI00501,Masculino,21,Não,Sim,36,Mensal,Fibra,Não,Sim,Não,PIX,1,1,95.2,3221.92,5,Não
CLI00502,Masculino,53,Sim,Não,11,Mensal,DSL,Sim,Não,Sim,Boleto,3,3,85.78,909.43,3,Sim
CLI00503,Feminino,37,Sim,Sim,51,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,1,1,31.59,1529.95,2,Sim
CLI00504,Feminino,18,Sim,Não,39,Mensal,Fibra,Sim,Sim,Não,Débito Automático,0,1,142.97,5463.09,5,Não
CLI00505,Feminino,74,Não,Não,15,Mensal,Fibra,Sim,Não,Não,Débito Automático,1,1,100.27,1503.14,3,Sim
CLI00506,Feminino,55,Não,Não,67,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,1,19.57,1336.15,3,Não
CLI00507,Masculino,23,Sim,Sim,57,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,1,36.03,2016.74,4,Sim
CLI00508,Masculino,22,Sim,Não,18,Mensal,DSL,Não,Não,Sim,PIX,2,0,61.55,1088.09,4,Sim
CLI00509,Feminino,74,Sim,Não,53,Mensal,DSL,Não,Sim,Sim,Boleto,0,2,89.65,4752.5,3,Não
CLI00510,Masculino,54,Não,Não,24,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,0,39.69,928.7,1,Não
CLI00511,Feminino,72,Sim,Sim,24,Mensal,Fibra,Não,Sim,Sim,PIX,1,0,106.54,2602.03,3,Sim
CLI00512,Feminino,39,Não,Sim,33,Anual,DSL,Sim,Não,Sim,Débito Automático,0,1,75.92,2441.48,2,Não
CLI00513,Feminino,38,Sim,Sim,6,Mensal,Fibra,Não,Sim,Não,PIX,0,2,104.97,635.71,3,Sim
CLI00514,Masculino,31,Não,Não,29,Mensal,Fibra,Não,Sim,Não,Boleto,1,1,117.47,3304.82,3,Sim
CLI00515,Feminino,49,Não,Sim,16,Bienal,DSL,Não,Sim,Não,Cartão de Crédito,3,1,67.62,1087.95,2,Não
CLI00516,Masculino,20,Sim,Não,47,Bienal,Fibra,Sim,Não,Sim,PIX,2,3,98.46,4765.15,5,Não
CLI00517,Feminino,35,Sim,Sim,13,Anual,Fibra,Não,Não,Sim,Débito Automático,1,0,74.2,972.38,3,Não
CLI00518,Feminino,21,Sim,Não,26,Mensal,Fibra,Não,Sim,Sim,PIX,1,3,130.62,3199.5,4,Sim
CLI00519,Masculino,29,Não,Sim,17,Mensal,Fibra,Sim,Não,Sim,Débito Automático,0,0,118.38,2051.96,3,Não
CLI00520,Feminino,54,Não,Não,36,Mensal,DSL,Sim,Não,Não,Boleto,0,0,88.24,3160.93,4,Não
CLI00521,Feminino,41,Sim,Não,58,Bienal,Fibra,Não,Não,Sim,Boleto,2,1,78.74,4658.86,3,Não
CLI00522,Masculino,37,Sim,Não,30,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,3,0,30.38,927.26,2,Sim
CLI00523,Feminino,40,Sim,Não,57,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,1,0,111.91,6420.29,2,Sim
CLI00524,Feminino,18,Não,Não,23,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,1,1,25.95,601.89,5,Não
CLI00525,Feminino,45,Sim,Sim,47,Anual,Fibra,Não,Sim,Sim,Cartão de Crédito,3,2,88.91,4040.07,3,Não
CLI00526,Feminino,18,Sim,Sim,27,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,0,0,101.95,2783.84,3,Não
CLI00527,Feminino,29,Não,Sim,20,Mensal,Fibra,Não,Sim,Sim,Débito Automático,4,0,125.34,2424.03,2,Sim
CLI00528,Masculino,44,Não,Sim,38,Mensal,DSL,Não,Não,Não,Cartão de Crédito,0,1,56.6,2193.19,3,Não
CLI00529,Feminino,31,Sim,Não,24,Mensal,Fibra,Não,Sim,Sim,PIX,2,3,100.25,2381.48,5,Sim
CLI00530,,33,Sim,Não,26,Mensal,Fibra,Não,Não,Não,Débito Automático,1,1,84.11,2097.17,5,Não
CLI00531,Feminino,48,Não,Não,18,Anual,Fibra,Não,Não,Sim,Boleto,2,1,112.18,2013.97,5,Não
CLI00532,Masculino,48,Sim,Não,33,Anual,DSL,Não,Sim,Sim,Boleto,1,2,66.89,2227.79,4,Não
CLI00533,Masculino,25,Sim,Não,34,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,0,1,93.85,3046.09,5,Sim
CLI00534,Masculino,24,Sim,Não,51,Anual,DSL,Não,Sim,Sim,PIX,3,0,76.91,4032.08,3,Sim
CLI00535,Masculino,47,Sim,Não,33,Mensal,DSL,Sim,Sim,Sim,Débito Automático,4,0,84.57,2839.01,2,Sim
CLI00536,Feminino,75,Sim,Sim,41,Mensal,DSL,Não,Sim,Sim,Débito Automático,0,2,68.48,2755.09,3,Sim
CLI00537,Masculino,62,Não,Não,24,Bienal,DSL,Não,Sim,Não,PIX,0,1,71.57,1684.46,4,Não
CLI00538,,29,Sim,Não,35,Mensal,Fibra,Não,Não,Sim,Débito Automático,1,0,87.9,3143.51,5,Sim
CLI00539,Feminino,75,Não,Sim,22,Anual,DSL,Sim,Sim,Não,Boleto,0,3,63.91,1380.68,3,Não
CLI00540,Feminino,59,Sim,Não,21,Anual,DSL,Sim,Não,Não,Débito Automático,1,0,57.86,1145.54,5,Sim
CLI00541,Feminino,44,Sim,Não,32,Bienal,Fibra,Não,Não,Não,PIX,5,3,102.83,,2,Não
CLI00542,,55,Sim,Não,18,Mensal,Fibra,Não,Sim,Sim,Débito Automático,1,0,102.83,,5,Não
CLI00543,Feminino,40,Sim,Não,8,Anual,DSL,Sim,Não,Sim,Cartão de Crédito,1,4,80.86,649.89,4,Não
CLI00544,Masculino,23,Não,Sim,18,Mensal,DSL,Sim,Sim,Não,Boleto,0,2,95.59,1620.64,3,Sim
CLI00545,Masculino,66,Não,Não,9,Anual,DSL,Não,Sim,Sim,PIX,1,1,59.56,543.55,4,Não
CLI00546,Masculino,27,Sim,Sim,53,Anual,Fibra,Sim,Sim,Não,Débito Automático,3,1,116.66,6168.46,2,Não
CLI00547,Masculino,26,Sim,Não,53,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,0,3,23.48,1196.51,5,Não
CLI00548,Feminino,54,Sim,Não,19,Mensal,DSL,Sim,Não,Sim,Débito Automático,0,1,60.89,1138.83,3,Não
CLI00549,Feminino,66,Sim,Não,16,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,2,2,71.54,1119.23,2,Sim
CLI00550,Masculino,40,Não,Não,24,Mensal,Fibra,Sim,Sim,Sim,Boleto,0,1,100.59,2338.81,5,Não
CLI00551,Feminino,43,Não,Sim,38,Mensal,Fibra,Não,Sim,Sim,Boleto,2,2,114.01,4292.22,2,Sim
CLI00552,Masculino,34,Sim,Não,19,Bienal,Fibra,Não,Sim,Não,PIX,0,1,90.85,1632.72,4,Não
CLI00553,Feminino,54,Não,Não,17,Bienal,Fibra,Não,Não,Sim,PIX,0,4,74.45,1260.95,4,Não
CLI00554,Feminino,23,Não,Sim,28,Anual,DSL,Sim,Não,Sim,Débito Automático,3,0,76.99,2053.1,4,Não
CLI00555,Masculino,51,Não,Não,39,Anual,DSL,Sim,Não,Sim,Boleto,1,2,54.88,2154.46,5,Não
CLI00556,Feminino,32,Sim,Sim,11,Anual,Fibra,Sim,Não,Não,PIX,1,0,108.37,1139.07,5,Não
CLI00557,Masculino,62,Não,Não,24,Mensal,DSL,Não,Sim,Sim,Boleto,1,4,88.53,2105.73,4,Sim
CLI00558,Feminino,39,Sim,Não,58,Mensal,DSL,Sim,Não,Sim,Débito Automático,0,0,66.94,3767.53,4,Não
CLI00559,Feminino,19,Sim,Sim,22,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,1,2,127.23,2646.42,1,Não
CLI00560,Feminino,25,Sim,Não,20,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,1,2,121.37,2390.61,4,Sim
CLI00561,Feminino,57,Não,Sim,17,Mensal,Fibra,Não,Sim,Sim,Boleto,2,0,109.22,1796.93,4,Sim
CLI00562,Feminino,63,Não,Sim,27,Anual,Fibra,Não,Sim,Sim,Cartão de Crédito,2,0,86.29,2381.85,2,Não
CLI00563,Masculino,46,Não,Não,7,Mensal,Fibra,Sim,Não,Sim,PIX,1,0,116.64,807.33,4,Sim
CLI00564,Masculino,38,Sim,Sim,33,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,1,21.36,695.05,3,Não
CLI00565,Feminino,72,Não,Não,29,Mensal,DSL,Não,Sim,Sim,Débito Automático,0,2,92.27,2547.06,3,Sim
CLI00566,Feminino,46,Sim,Sim,16,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,3,2,32.97,527.97,1,Não
CLI00567,Feminino,72,Sim,Não,66,Mensal,DSL,Não,Sim,Sim,PIX,0,0,82.42,5139.5,5,Não
CLI00568,Masculino,66,Sim,Não,50,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,2,2,35.34,1698.12,4,Não
CLI00569,Feminino,19,Não,Não,21,Anual,DSL,Não,Sim,Não,Débito Automático,4,0,66.14,1339.07,5,Não
CLI00570,Feminino,70,Não,Não,46,Mensal,DSL,Não,Sim,Sim,PIX,1,0,85.7,3993.73,3,Sim
CLI00571,Masculino,69,Não,Sim,44,Anual,Fibra,Não,Sim,Não,Cartão de Crédito,3,0,91.45,4105.08,3,Não
CLI00572,Masculino,25,Não,Sim,42,Mensal,Fibra,Não,Não,Sim,Boleto,2,1,113.84,4769.53,3,Sim
CLI00573,Feminino,48,Sim,Não,31,Anual,Fibra,Sim,Não,Não,PIX,2,1,88.18,2712.32,2,Sim
CLI00574,Masculino,64,Não,Não,19,Mensal,DSL,Sim,Sim,Sim,PIX,1,0,76.3,1434.32,2,Sim
CLI00575,Masculino,29,Sim,Sim,29,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,4,1,30.57,856.34,2,Não
CLI00576,Masculino,29,Não,Sim,24,Anual,Fibra,Sim,Sim,Sim,Boleto,3,2,111.25,2551.69,2,Sim
CLI00577,Masculino,64,Não,Não,19,Anual,DSL,Não,Sim,Sim,PIX,1,0,84.23,1555.65,5,Não
CLI00578,Feminino,28,Sim,Não,67,Mensal,DSL,Sim,Sim,Sim,Débito Automático,0,0,94.11,6239.98,3,Não
CLI00579,Feminino,50,Não,Sim,33,Mensal,Fibra,Não,Não,Não,Cartão de Crédito,1,1,85.01,2802.96,3,Não
CLI00580,Masculino,53,Não,Não,20,Mensal,Fibra,Não,Não,Sim,Débito Automático,2,0,84.79,1636.48,2,Sim
CLI00581,Feminino,63,Sim,Não,35,Mensal,DSL,Sim,Sim,Sim,PIX,1,1,65.47,2159.64,,Sim
CLI00582,Masculino,22,Não,Não,18,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,1,1,119.01,2186.96,2,Sim
CLI00583,Masculino,21,Sim,Sim,26,Anual,DSL,Não,Não,Sim,Débito Automático,2,0,61.4,1569.66,5,Não
CLI00584,Feminino,62,Sim,Não,18,Mensal,DSL,Não,Sim,Sim,Débito Automático,0,1,77.19,1343.78,5,Não
CLI00585,Feminino,29,Não,Não,22,Mensal,Fibra,Não,Não,Sim,Débito Automático,0,1,90.97,1975.95,5,Não
CLI00586,Masculino,47,Sim,Não,42,Mensal,Fibra,Não,Não,Sim,PIX,2,1,75.61,3224.83,1,Sim
CLI00587,Masculino,25,Sim,Não,16,Mensal,DSL,Sim,Sim,Sim,Boleto,2,1,101.23,1527.16,3,Não
CLI00588,Masculino,68,Não,Sim,36,Bienal,Fibra,Não,Sim,Sim,PIX,0,1,85.87,2989.33,4,Não
CLI00589,Masculino,19,Sim,Não,29,Bienal,DSL,Sim,Sim,Não,Boleto,0,2,91.59,2603.03,5,Não
CLI00590,Feminino,18,Sim,Não,24,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,1,0,116.3,2698.8,5,Sim
CLI00591,Feminino,29,Sim,Não,43,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,4,1,133.12,5682.07,1,Sim
CLI00592,Feminino,19,Não,Sim,26,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,3,0,40.23,1061.28,1,Sim
CLI00593,Feminino,18,Sim,Sim,12,Anual,Fibra,Sim,Sim,Sim,Cartão de Crédito,0,2,108.71,1302.33,3,Não
CLI00594,Masculino,42,Não,Não,54,Mensal,Fibra,Não,Não,Sim,Débito Automático,0,2,90.31,4916.36,2,Sim
CLI00595,Masculino,69,Não,Sim,14,Mensal,Fibra,Não,Sim,Sim,Boleto,2,3,107.15,1436.88,3,Sim
CLI00596,Masculino,73,Sim,Não,18,Mensal,Fibra,Sim,Não,Sim,Débito Automático,2,2,85.02,1529.32,2,Sim
CLI00597,Feminino,38,Não,Sim,45,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,0,28.31,1258.16,4,Não
CLI00598,Feminino,74,Sim,Não,33,Mensal,Fibra,Não,Sim,Sim,Débito Automático,0,1,121.46,4081.05,4,Não
CLI00599,Masculino,32,Não,Não,12,Mensal,DSL,Sim,Sim,Não,PIX,1,1,93.78,1089.91,4,Sim
CLI00600,Feminino,70,Sim,Não,31,Mensal,DSL,Não,Sim,Sim,Débito Automático,0,2,63.92,1991.71,4,Não
CLI00601,Masculino,41,Sim,Não,52,Mensal,Fibra,Não,Não,Sim,Débito Automático,2,2,90.94,4818.73,2,Sim
CLI00602,Feminino,40,Sim,Sim,35,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,0,36.23,1221.9,2,Não
CLI00603,Feminino,46,Sim,Não,30,Anual,Fibra,Não,Não,Sim,PIX,1,0,80.36,2343.51,4,Não
